K,Step,rho_g,rho_p,id,p,deltaG,deltaP
10,4,1.33475,1.18644,6452,3019,63,56
10,5,1.49144,1.36919,1126,3019,61,56
10,6,1.6092,1.55172,1645,3019,56,54
10,7,1.87075,1.87075,3283,3283,55,55
10,8,2.21757,2.21757,6330,2386,53,53
10,9,2.58065,2.58065,5996,5996,48,48
10,10,3.26087,3.4058,3193,1645,45,47
10,1,3.49628,1.09458,1986,3019,329,103
10,2,1.42157,1.06209,758,6452,87,65
10,3,1.2381,1.06667,937,3283,65,56
10,4,1.32196,1.32196,5996,1126,62,62
10,5,1.44963,1.42506,6452,6330,59,58
10,6,1.60458,1.60458,5303,5303,56,56
10,7,1.843,1.56997,1645,3193,54,46
10,8,2.02429,2.30769,2386,5996,50,57
10,9,2.33503,2.84264,3019,5996,46,56
10,10,1.2766,3.19149,4671,3019,18,45
10,1,3.49628,1.10521,1986,1126,329,104
10,2,1.42157,1.14379,758,1645,87,70
10,3,1.2381,1.12381,937,6452,65,59
10,4,1.35193,1.07296,1126,3193,63,50
10,5,1.46402,1.43921,5996,6330,59,58
10,6,1.62791,1.36628,6330,3193,56,47
10,7,1.81818,1.81818,3283,3283,54,54
10,8,2.13992,2.13992,5303,5303,52,52
10,9,2.6178,2.82723,1645,6330,50,54
10,10,3.57664,3.57664,2386,2386,49,49
10,1,3.49628,1.10521,1986,1126,329,104
10,2,3.44086,1.13501,3044,5996,288,95
10,3,1.56648,1.2204,758,6330,86,67
10,4,1.33909,1.2743,6452,3283,62,59
10,5,1.47132,1.29676,3283,6330,59,52
10,6,1.60819,1.57895,5996,2386,55,54
10,7,1.84669,1.84669,2386,2386,53,53
10,8,2.13675,2.05128,5303,1645,50,48
10,9,2.63441,2.63441,3193,5303,49,49
10,10,3.50365,3.43066,6330,3019,48,47
10,1,3.49628,1.10521,1986,1126,329,104
10,2,1.42157,0.964052,758,3193,87,59
10,3,1.2381,1.14286,937,6330,65,60
10,4,1.26087,1.08696,2530,3283,58,50
10,5,1.36585,1.36585,5996,5996,56,56
10,6,1.49718,1.38418,1126,6452,53,49
10,7,1.62791,1.49502,6452,2386,49,45
10,8,1.91406,1.48438,6330,3019,49,38
10,9,2.20183,2.20183,5303,5303,48,48
10,10,2.58824,2.35294,1645,3193,44,40
10,1,3.49628,1.13709,1986,1645,329,107
10,2,1.42157,1.19281,758,5996,87,73
10,3,1.2381,1.00952,937,2386,65,53
10,4,1.26087,1.08696,2530,5303,58,50
10,5,1.26866,1.1194,5996,1645,51,45
10,6,1.28205,1.28205,3283,1126,45,45
10,7,1.47059,1.24183,1126,2386,45,38
10,8,1.68582,1.6092,6452,5303,44,42
10,9,1.93548,1.75115,6330,2386,42,38
10,10,2.34286,2.34286,5303,5303,41,41
10,1,3.49628,1.05207,1986,5996,329,99
10,2,1.42157,1.14379,758,1126,87,70
10,3,1.51292,1.27306,3044,6330,82,69
10,4,1.28261,1.23913,5996,6330,59,57
10,5,1.41439,1.41439,6452,6452,57,57
10,6,1.6185,1.6185,3283,5996,56,56
10,7,1.89655,1.55172,2386,3193,55,45
10,8,2.21277,1.87234,5303,3193,52,44
10,9,2.6776,2.29508,3019,3193,49,42
10,10,3.50746,3.0597,1645,3193,47,41
10,1,3.49628,1.07333,1986,3193,329,101
10,2,1.42157,1.14379,758,1645,87,70
10,3,1.2381,1.2,937,1126,65,63
10,4,1.2987,1.27706,5996,1645,60,59
10,5,1.44279,1.26866,6452,2386,58,51
10,6,1.62791,1.56977,6330,3283,56,54
10,7,1.90972,1.59722,5303,3193,55,46
10,8,2.23176,2.23176,3283,3283,52,52
10,9,2.76243,2.48619,2386,3019,50,45
10,10,3.66412,3.43511,1645,3019,48,45
10,1,3.49628,1.05207,1986,5996,329,99
10,2,3.3848,1.24703,3044,6452,285,105
10,3,1.57989,1.13106,758,2386,88,63
10,4,1.53846,1.417,5279,3283,76,70
10,5,1.65094,1.43868,6452,3193,70,61
10,6,1.94915,1.94915,3019,3019,69,69
10,7,2.2807,2.03509,1126,5303,65,58
10,8,2.77273,2.54545,6330,5303,61,56
10,9,3.41463,3.41463,1645,1645,56,56
10,10,4.81481,5.55556,3193,6330,52,60
10,1,3.49628,1.09458,1986,2386,329,103
10,2,3.32936,1.22912,3044,3019,279,103
10,3,1.55635,1.10912,5279,3193,87,62
10,4,1.35593,1.33475,6452,1126,64,63
10,5,1.44254,1.34474,1645,3019,59,55
10,6,1.57143,1.48571,6330,5303,55,52
10,7,1.83051,2,3019,6452,54,59
10,8,2.11618,2.0332,5303,3283,51,49
10,9,2.52632,3,3283,6452,48,57
10,10,3.38346,3.60902,5996,3283,45,48
10,1,3.49628,1.10521,1986,1126,329,104
10,2,3.44086,1.20669,3044,5303,288,101
10,3,1.56648,1.23862,758,3019,86,68
10,4,1.49688,1.37214,5279,6330,72,66
10,5,1.58924,1.27139,6452,5303,65,52
10,6,1.62791,1.56977,3283,2386,56,54
10,7,1.89655,1.72414,1645,5303,55,50
10,8,2.25532,2.25532,6330,6330,53,53
10,9,2.69231,2.47253,5303,3193,49,45
10,10,3.38346,3.30827,5996,3193,45,44
10,1,3.49628,1.12646,1986,3283,329,106
10,2,1.42157,1.19281,758,5996,87,73
10,3,1.2381,1.12381,937,1645,65,59
10,4,1.26087,0.869565,2530,3019,58,40
10,5,1.26866,1.1194,5996,1645,51,45
10,6,1.34454,1.23249,1126,5303,48,44
10,7,1.4377,1.34185,6330,3283,45,42
10,8,1.54982,1.80812,6452,5996,42,49
10,9,1.75676,1.44144,3193,3019,39,32
10,10,1.94737,2.15789,2386,6452,37,41
10,1,3.49628,1.13709,1986,1645,329,107
10,2,1.42157,0.964052,758,3193,87,59
10,3,1.41049,1.24774,5279,6330,78,69
10,4,1.32632,1.26316,937,5996,63,60
10,5,1.42169,1.3012,1645,1126,59,54
10,6,1.57895,1.44044,3283,5303,57,52
10,7,1.8123,1.8123,6330,6330,56,56
10,8,2.13439,2.25296,2386,1645,54,57
10,9,2.61307,2.81407,6452,1645,52,56
10,10,3.19728,3.19728,3019,3019,47,47
10,1,3.49628,1.05207,1986,6330,329,99
10,2,1.42157,0.964052,758,3193,87,59
10,3,1.2381,1.10476,937,5303,65,58
10,4,1.26087,1.08696,2530,3283,58,50
10,5,1.36585,1.17073,5996,1645,56,48
10,6,1.49718,1.38418,1126,5303,53,49
10,7,1.62791,1.59468,6452,5303,49,48
10,8,1.93676,1.81818,6330,1645,49,46
10,9,2.1256,1.78744,2386,3019,44,37
10,10,2.51534,2.26994,3193,3019,41,37
10,1,3.49628,1.10521,1986,5303,329,104
10,2,1.42157,1.06209,758,6452,87,65
10,3,1.2381,0.990476,937,3193,65,52
10,4,1.26087,1.21739,2530,5996,58,56
10,5,1.31188,0.965347,1126,3019,53,39
10,6,1.39726,1.36986,6330,3283,51,50
10,7,1.55556,1.5873,5303,6330,49,50
10,8,1.77358,1.73585,6452,3193,47,46
10,9,2.05479,2.19178,2386,1126,45,48
10,10,2.47126,2.58621,1645,6452,43,45
10,1,3.49628,1.09458,1986,2386,329,103
10,2,1.42157,1.14379,758,1645,87,70
10,3,1.40221,1.27306,5279,6330,76,69
10,4,1.45877,1.43763,1126,5996,69,68
10,5,1.62963,1.4321,5303,3193,66,58
10,6,1.79941,1.76991,2386,3283,61,60
10,7,2.1147,2.07885,6452,3019,59,58
10,8,2.59091,2.40909,3019,3193,57,53
10,9,3.19018,3.19018,3193,3193,52,52
10,10,1.44144,5.31532,2530,2386,16,59
10,1,3.49628,1.09458,1986,2386,329,103
10,2,1.42157,1.14379,758,6330,87,70
10,3,1.36531,1.14391,6880,3019,74,62
10,4,1.41026,1.15385,1126,3283,66,54
10,5,1.41791,1.21891,5996,3019,57,49
10,6,1.61473,1.35977,2386,3193,57,48
10,7,1.85811,1.79054,5303,3283,55,53
10,8,2.18107,2.22222,6452,5303,53,54
10,9,2.57895,2.73684,1645,5303,49,52
10,10,3.19149,3.61702,3193,5303,45,51
10,1,3.49628,1.10521,1986,1126,329,104
10,2,1.42157,0.964052,758,3193,87,59
10,3,1.2381,1.00952,937,2386,65,53
10,4,1.31356,1.27119,5996,6330,62,60
10,5,1.48058,1.31068,1126,3283,61,54
10,6,1.65242,1.36752,6452,3019,58,48
10,7,1.87713,1.6041,5303,3019,55,47
10,8,2.22689,1.80672,1645,3193,53,43
10,9,2.66667,2.71795,3283,1645,52,53
10,10,3.09859,3.80282,3019,5996,44,54
10,1,3.49628,1.10521,1986,1126,329,104
10,2,1.42157,0.964052,758,3193,87,59
10,3,1.2381,1.00952,937,2386,65,53
10,4,1.31356,1.31356,5996,1126,62,62
10,5,1.43902,1.17073,6452,3193,59,48
10,6,1.65242,1.53846,6330,3283,58,54
10,7,1.81818,1.75084,5303,1645,54,52
10,8,2.09877,1.893,1645,3019,51,46
10,9,2.34375,2.29167,3019,3193,45,44
10,10,1.48649,2.97297,7462,3019,22,44
10,1,3.49628,1.07333,1986,3193,329,101
10,2,3.34524,1.22619,3044,6452,281,103
10,3,3.25645,1.35685,7462,5303,240,100
10,4,2.87284,1.60126,6880,3283,183,102
10,5,2.80374,1.85047,5279,3019,150,99
10,6,1.81818,1.74026,6330,2386,70,67
10,7,2.15873,2.06349,3019,1126,68,65
10,8,2.67206,2.55061,2386,5996,66,63
10,9,3.36957,3.26087,1645,1126,62,60
10,10,1.77419,4.91935,7705,1645,22,61
10,1,3.49628,1.09458,1986,3019,329,103
10,2,1.42157,1.11111,758,3283,87,68
10,3,1.39706,1.30515,3044,5996,76,71
10,4,1.38889,1.38889,1126,1126,65,65
10,5,1.43921,1.33995,6452,1645,58,54
10,6,1.57593,1.57593,6330,6452,55,55
10,7,1.83673,1.59864,2386,3193,54,47
10,8,2.14575,1.98381,5996,3019,53,49
10,9,2.52525,2.57576,5303,6452,50,51
10,10,1.28378,3.58108,937,2386,19,53
10,1,3.49628,1.13709,1986,1645,329,107
10,2,3.34532,1.19904,3044,3193,279,100
10,3,1.58559,1.22523,5279,6330,88,68
10,4,1.34904,1.15632,1126,5303,63,54
10,5,1.53465,1.33663,6452,3019,62,54
10,6,1.57895,1.49123,3019,3283,54,51
10,7,1.78694,1.78694,6330,6330,52,52
10,8,2.17573,2.25941,2386,3019,52,54
10,9,2.62032,2.8877,5303,3019,49,54
10,10,3.38346,3.60902,3193,5303,45,48
10,1,3.49628,1.10521,1986,1126,329,104
10,2,1.42157,1.06209,758,6452,87,65
10,3,1.44424,1.27971,3044,1126,79,70
10,4,1.41026,1.30342,1126,5996,66,61
10,5,1.40049,1.35135,3283,6330,57,55
10,6,1.5625,1.47727,2386,3019,55,52
10,7,1.76667,1.86667,5303,3283,53,56
10,8,2.02429,2.30769,1645,1126,50,57
10,9,2.28426,2.28426,3193,3193,45,45
10,10,1.44737,3.55263,2530,1126,22,54
10,1,3.49628,1.05207,1986,5996,329,99
10,2,1.42157,1.19281,758,5996,87,73
10,3,1.2381,1.10476,937,5303,65,58
10,4,1.34904,1.04925,5996,3019,63,49
10,5,1.43541,1.17225,6330,3193,60,49
10,6,1.64804,1.64804,1126,1126,59,59
10,7,1.87291,1.50502,1645,3193,56,45
10,8,2.13992,1.85185,6452,3193,52,45
10,9,2.52525,2.52525,3283,2386,50,50
10,10,1.41892,3.58108,6880,5996,21,53
10,1,3.49628,1.13709,1986,1645,329,107
10,2,1.42157,1.19281,758,5996,87,73
10,3,1.2381,1.2,937,5996,65,63
10,4,1.26087,1.08696,2530,5303,58,50
10,5,1.36585,1.29268,5996,6330,56,53
10,6,1.46893,1.35593,1126,6452,52,48
10,7,1.63399,1.24183,6330,3019,50,38
10,8,1.82836,1.6791,3283,1645,49,45
10,9,2.01794,2.01794,2386,2386,45,45
10,10,2.30337,2.75281,3193,6330,41,49
10,1,3.49628,1.13709,1986,1645,329,107
10,2,1.42157,1.19281,758,5996,87,73
10,3,1.2381,1.14286,937,6330,65,60
10,4,1.26087,1.08696,2530,1645,58,50
10,5,1.26866,0.970149,5996,2386,51,39
10,6,1.28205,1.28205,3283,3283,45,45
10,7,1.47059,1.07843,1126,3019,45,33
10,8,1.68582,1.6092,6452,5303,44,42
10,9,1.96347,1.46119,6330,3019,43,32
10,10,2.27273,2.27273,1645,1645,40,40
10,1,3.49628,1.10521,1986,5303,329,104
10,2,1.42157,1.19281,758,5996,87,73
10,3,1.2381,0.990476,937,3193,65,52
10,4,1.33192,1.24736,5996,1645,63,59
10,5,1.39024,1.17073,6330,3019,57,48
10,6,1.5864,1.5864,5303,5303,56,56
10,7,1.85185,1.85185,1126,1126,55,55
10,8,2.2314,2.14876,1645,3283,54,52
10,9,2.71277,2.71277,6452,6452,51,51
10,10,3.57664,3.57664,3283,2386,49,49
10,1,3.49628,1.05207,1986,5996,329,99
10,2,1.42157,1.14379,758,6330,87,70
10,3,1.36531,1.18081,6880,2386,74,64
10,4,1.44351,1.42259,5996,1645,69,68
10,5,1.65854,1.4878,1126,3019,68,61
10,6,1.89112,1.7765,5303,3283,66,62
10,7,2.15548,1.90813,3283,3193,61,54
10,8,2.61261,2.79279,6452,1126,58,62
10,9,3.10976,3.78049,3193,1126,51,62
10,10,1.50442,5.39823,7462,5996,17,61
10,1,3.49628,1.09458,1986,2386,329,103
10,2,3.32936,1.25298,3044,3283,279,105
10,3,1.55635,1.16279,5279,5996,87,65
10,4,1.61943,1.2753,758,5303,80,63
10,5,1.60093,1.48492,3019,1645,69,64
10,6,1.88011,1.85286,1126,3019,69,68
10,7,2.18121,2.18121,6452,6452,65,65
10,8,2.66094,2.3176,6330,3193,62,54
10,9,3.40782,3.46369,3283,3019,61,62
10,10,1.94915,5.25424,7906,3019,23,62
10,1,3.49628,1.07333,1986,3193,329,101
10,2,1.42157,1.04575,758,2386,87,64
10,3,1.2381,1.2,937,5996,65,63
10,4,1.26087,1.15217,2530,6330,58,53
10,5,1.26866,1.19403,5996,1126,51,48
10,6,1.28205,1.25356,3283,5303,45,44
10,7,1.43322,1.27036,6330,3193,44,39
10,8,1.60448,1.64179,1645,6330,43,44
10,9,1.82222,1.82222,1126,1126,41,41
10,10,2.17391,2.28261,6452,6330,40,42
10,1,3.49628,1.05207,1986,5996,329,99
10,2,1.42157,1.14379,758,1645,87,70
10,3,1.2381,1.10476,937,5303,65,58
10,4,1.34904,1.34904,5996,5996,63,63
10,5,1.4604,1.33663,1126,3283,59,54
10,6,1.62857,1.6,6330,6452,57,56
10,7,1.73469,1.70068,2386,1645,51,50
10,8,2.01646,2.01646,1645,1645,49,49
10,9,2.42268,2.93814,3193,1126,47,57
10,10,3.21168,3.94161,3019,6330,44,54
10,1,3.49628,1.10521,1986,5303,329,104
10,2,1.42157,1.19281,758,5996,87,73
10,3,1.2381,0.990476,937,3193,65,52
10,4,1.26087,1.08696,2530,6452,58,50
10,5,1.26866,1.1194,5996,6452,51,45
10,6,1.34454,1.40056,1126,5996,48,50
10,7,1.45631,1.39159,3283,1645,45,43
10,8,1.66667,1.55303,6330,1645,44,41
10,9,1.83857,1.61435,5303,3193,41,36
10,10,2.08791,1.86813,2386,3193,38,34
10,1,3.49628,1.10521,1986,1126,329,104
10,2,1.42157,1.01307,758,3019,87,62
10,3,1.43636,1.29091,3044,5996,79,71
10,4,1.41962,1.39875,6330,5303,68,67
10,5,1.63017,1.58151,5303,3283,67,65
10,6,1.86047,1.59884,3283,3193,64,55
10,7,2.17993,2.17993,1645,1645,63,63
10,8,2.65487,2.65487,2386,2386,60,60
10,9,3.37349,3.55422,1126,3283,56,59
10,10,5.14019,5.14019,6452,1126,55,55
10,1,3.49628,1.10521,1986,5303,329,104
10,2,3.29749,1.17085,3044,6330,276,98
10,3,1.58645,1.24777,5279,6452,89,70
10,4,1.56823,1.42566,758,3283,77,70
10,5,1.54589,1.54589,1126,1126,64,64
10,6,1.65714,1.6,3283,5996,58,56
10,7,1.88356,1.67808,5996,3019,55,49
10,8,2.23629,2.1097,2386,3193,53,50
10,9,2.56684,2.51337,6330,3019,48,47
10,10,3.38129,3.38129,3019,1645,47,47
10,1,3.49628,1.13709,1986,6452,329,107
10,2,3.38129,1.21103,3044,3019,282,101
10,3,1.63043,1.34058,5279,1126,90,74
10,4,1.61088,1.40167,758,3019,77,67
10,5,1.47132,1.37157,3283,2386,59,55
10,6,1.60819,1.49123,5996,1645,55,51
10,7,1.84669,1.70732,2386,1645,53,49
10,8,2.18487,2.05882,3193,5303,52,49
10,9,2.53968,2.75132,6330,2386,48,52
10,10,3.43066,3.43066,3019,3193,47,47
10,1,3.49628,1.09458,1986,3019,329,103
10,2,1.42157,1.11111,758,3283,87,68
10,3,1.2381,0.952381,937,3019,65,50
10,4,1.30526,1.30526,5996,5996,62,62
10,5,1.40436,1.33172,6330,3283,58,55
10,6,1.59218,1.59218,6452,6452,57,57
10,7,1.89369,1.66113,1126,1645,57,50
10,8,2.17213,2.17213,5303,5303,53,53
10,9,2.6178,2.87958,2386,6330,50,55
10,10,3.40426,3.90071,1645,6330,48,55
10,1,3.49628,1.09458,1986,3019,329,103
10,2,3.41289,1.19332,3044,3193,286,100
10,3,1.48551,1.28623,5279,6452,82,71
10,4,1.38298,1.17021,6452,2386,65,55
10,5,1.50617,1.28395,1126,5996,61,52
10,6,1.62791,1.45349,3283,5303,56,50
10,7,1.87075,1.87075,1645,3283,55,55
10,8,2.21757,1.96653,6330,3193,53,47
10,9,2.84946,2.47312,2386,3193,53,46
10,10,3.38346,3.38346,5996,5996,45,45
10,1,3.49628,1.10521,1986,1126,329,104
10,2,3.44086,1.14695,3044,3193,288,96
10,3,1.56648,1.25683,758,1645,86,69
10,4,1.33909,1.2743,6452,3283,62,59
10,5,1.47132,1.37157,3283,2386,59,55
10,6,1.5896,1.47399,5996,5303,55,51
10,7,1.79661,1.9322,1645,3283,53,57
10,8,2.10744,1.98347,6330,3019,51,48
10,9,2.51309,2.67016,3019,5996,48,51
10,10,3.28571,3.35714,3193,3019,46,47
10,1,3.49628,1.05207,1986,6330,329,99
10,2,1.42157,1.14379,758,6330,87,70
10,3,1.36531,1.27306,6880,5303,74,69
10,4,1.41026,1.21795,1126,5303,66,57
10,5,1.45985,1.36253,5996,1645,60,56
10,6,1.60563,1.40845,2386,3283,57,50
10,7,1.70492,1.83607,3193,2386,52,56
10,8,1.93676,1.93676,3019,3019,49,49
10,9,2.2549,2.69608,6452,2386,46,55
10,10,1.27517,3.8255,782,1126,19,57
11,1,3.82963,1.2455,1986,6452,329,107
11,2,1.55357,1.25,758,1126,87,70
11,3,1.65201,1.34982,3044,3283,82,67
11,4,1.39871,1.13793,5996,3193,59,48
11,5,1.54815,1.33086,6452,3019,57,49
11,6,1.73034,1.66854,3283,5303,56,54
11,7,1.98,1.72333,6330,3193,54,47
11,8,2.36992,0.223577,5303,521,53,5
11,9,2.37344,2.37344,2386,2386,52,52
11,10,2.79365,2.79365,1645,1645,48,48
11,11,3.51064,4.05674,3193,6452,45,52
11,1,3.82963,1.2455,1986,6452,329,107
11,2,1.55357,0.392857,758,521,87,22
11,3,1.35161,1.31002,937,1126,65,63
11,4,1.375,1.11422,2530,3193,58,47
11,5,1.47722,1.39808,5996,6330,56,53
11,6,1.55402,1.15789,6330,3019,51,38
11,7,1.73871,1.73871,3283,1126,49,49
11,8,2.06513,0.37931,1126,521,49,9
11,9,2.38679,2.33491,6452,1645,46,45
11,10,3.02994,2.83234,5303,2386,46,43
11,11,3.19355,3.90323,3019,6452,36,44
11,1,3.82963,1.2455,1986,6452,329,107
11,2,1.55357,1.05357,758,3193,87,59
11,3,1.35161,1.20605,937,5303,65,58
11,4,1.47134,1.44798,5996,1126,63,62
11,5,1.5868,1.26406,6330,3193,59,47
11,6,1.76243,1.76243,1645,6330,58,58
11,7,1.88158,2.0625,6452,5996,52,57
11,8,2.22619,2.4881,3283,5996,51,57
11,9,2.7641,0.564103,2386,521,49,10
11,10,3.23973,0.678082,3019,521,43,9
11,11,1.60194,5.23301,3044,3283,15,49
11,1,3.82963,1.19894,1986,2386,329,103
11,2,1.55357,1.14286,758,2386,87,64
11,3,1.35161,1.31002,937,5996,65,63
11,4,1.375,0.37931,2530,521,58,16
11,5,1.38177,1.24631,5996,6330,51,46
11,6,1.39437,1.17746,3283,2386,45,38
11,7,1.59677,1.45484,1126,1645,45,41
11,8,1.75836,1.84015,6452,1126,43,45
11,9,2.0625,1.81696,6330,2386,42,37
11,10,2.47059,2.17647,5303,3193,42,37
11,11,2.2,0.66,3019,521,30,9
11,1,3.82963,1.2455,1986,1645,329,107
11,2,1.55357,1.23214,758,5303,87,69
11,3,1.46801,1.28702,3044,2386,73,64
11,4,1.5942,0.387164,6330,521,70,17
11,5,1.81114,1.7845,5996,1126,68,67
11,6,2.04058,1.94493,1126,6452,64,61
11,7,2.46619,0.430605,1645,521,63,11
11,8,2.97706,0.504587,6452,521,59,10
11,9,4.01258,3.66667,3283,3019,58,53
11,10,4.87736,0.311321,3193,521,47,3
11,11,2.05085,0.559322,6880,521,11,3
11,1,3.82963,1.15238,1986,6330,329,99
11,2,1.55357,1.25,758,1126,87,70
11,3,1.35161,1.20605,937,5303,65,58
11,4,1.375,1.11422,2530,3193,58,47
11,5,1.38177,0.894089,5996,3019,51,33
11,6,1.39437,1.02254,3283,3019,45,33
11,7,1.59677,1.17097,1126,3019,45,33
11,8,1.82642,1.82642,6452,6452,44,44
11,9,2.0905,2.0905,6330,6330,42,42
11,10,2.51955,2.51955,5303,5303,41,41
11,11,3.1087,2.71014,1645,3193,39,34
11,1,3.82963,1.21058,1986,5303,329,104
11,2,3.60999,1.11177,3044,521,276,85
11,3,1.73274,1.3823,5279,3019,89,71
11,4,1.5587,1.38057,3283,3193,70,62
11,5,1.79009,1.73821,6452,6330,69,67
11,6,2.07606,2.07606,1126,1126,67,67
11,7,2.40625,2.29167,6330,5996,63,60
11,8,2.89474,2.89474,2386,2386,60,60
11,9,3.66667,0.196429,1645,521,56,3
11,10,5.10714,5.89286,3193,6330,52,60
11,11,1.90385,10.7885,7906,3193,9,51
11,1,3.82963,1.15238,1986,5996,329,99
11,2,1.55357,1.10714,758,3019,87,62
11,3,1.35161,1.24764,937,6330,65,60
11,4,1.375,1.18534,2530,1645,58,50
11,5,1.38177,1.38177,5996,5996,51,51
11,6,1.39437,1.39437,3283,1126,45,45
11,7,1.59677,1.45484,1126,1645,45,41
11,8,1.75836,0.408922,6452,521,43,10
11,9,2.04425,0.438053,6330,521,42,9
11,10,2.51087,1.85326,5303,3019,42,31
11,11,2.73203,3.01961,3193,5303,38,42
11,1,3.82963,1.11746,1986,521,329,96
11,2,1.55357,1.10714,758,3019,87,62
11,3,1.35161,1.10208,937,2386,65,53
11,4,1.43277,1.36345,5996,6452,62,59
11,5,1.56763,1.30193,1126,3019,59,49
11,6,1.79718,1.48732,6452,3193,58,48
11,7,2.00651,0.429967,6330,521,56,12
11,8,2.41036,2.41036,5303,6452,55,55
11,9,2.91837,2.52551,3283,3019,52,45
11,10,3.74306,3.97222,1645,5303,49,52
11,11,5.09474,5.09474,3019,3019,44,44
11,1,3.82963,1.15238,1986,5996,329,99
11,2,1.55357,1.30357,758,5996,87,73
11,3,1.35161,1.31002,937,1126,65,63
11,4,1.41631,1.29828,5996,3283,60,55
11,5,1.57908,1.36496,6452,2386,59,51
11,6,1.77222,1.46667,6330,3193,58,48
11,7,2.03974,1.74834,5303,3019,56,48
11,8,2.36992,0.402439,1645,521,53,9
11,9,2.62176,2.62176,3019,3019,46,46
11,10,3.29252,3.89116,3193,6452,44,52
11,11,1.60194,0.427184,7462,521,15,4
11,1,3.82963,1.15238,1986,6330,329,99
11,2,1.55357,1.14286,758,2386,87,64
11,3,1.57428,1.375,3044,1126,79,69
11,4,1.51163,1.39535,1126,5996,65,60
11,5,1.56373,1.53676,6452,5996,58,57
11,6,1.76,1.76,6330,3283,56,56
11,7,2.05782,2.05782,5996,5996,55,55
11,8,2.39331,2.20921,5303,1645,52,48
11,9,2.76471,2.76471,3019,3019,47,47
11,10,3.61429,4.16429,1645,6330,46,53
11,11,4.91489,4.91489,3193,3193,42,42
11,1,3.82963,1.19894,1986,3019,329,103
11,2,1.55357,1.05357,758,3193,87,59
11,3,1.54039,1.34291,5279,3283,78,68
11,4,1.59714,1.59714,5996,5996,71,71
11,5,1.73684,1.60526,6330,6452,66,61
11,6,1.94118,1.78711,5303,3019,63,58
11,7,2.20736,2.3913,2386,6330,60,65
11,8,2.71548,2.62343,1645,1126,59,57
11,9,3.48333,3.66667,1126,5303,57,60
11,10,2.05691,5.63415,3044,6330,23,63
11,11,2.38333,10.8167,1636,5303,13,59
11,1,3.82963,1.21058,1986,1126,329,104
11,2,1.55357,1.21429,758,3283,87,68
11,3,1.52555,1.32482,3044,1645,76,66
11,4,1.57469,1.55187,1126,5996,69,68
11,5,1.75362,1.56763,6330,3019,66,59
11,6,2.0546,2.0546,5303,1126,65,65
11,7,2.37102,2.13781,6452,3019,61,55
11,8,2.92342,2.67568,2386,3019,59,54
11,9,3.64417,3.64417,3019,3019,54,54
11,10,4.94495,6.15596,3193,5303,49,61
11,11,1.60417,10.7708,7462,3193,7,47
11,1,3.82963,1.11746,1986,521,329,96
11,2,1.55357,1.23214,758,5303,87,69
11,3,1.35161,1.20605,937,5303,65,58
11,4,1.47134,1.47134,5996,5996,63,63
11,5,1.59069,1.5098,1126,6452,59,56
11,6,1.78125,1.625,6330,2386,57,52
11,7,1.97627,1.97627,3283,3283,53,53
11,8,2.31818,2.31818,2386,2386,51,51
11,9,2.7644,3.22513,1645,1126,48,56
11,10,3.66667,0.488889,3019,521,45,6
11,11,5.13333,5.74444,3193,1645,42,47
11,1,3.82963,1.2455,1986,6452,329,107
11,2,3.70167,1.31265,3044,2386,282,100
11,3,3.54743,1.43089,7462,6330,238,96
11,4,1.826,1.43,5279,5303,83,65
11,5,1.89655,1.64368,1126,3019,75,65
11,6,2.10833,2.10833,3283,3283,69,69
11,7,2.45704,2.07904,6330,5996,65,55
11,8,3.0177,2.87168,3019,1645,62,59
11,9,3.75449,4.01796,3193,3019,57,61
11,10,5.18868,5.18868,5996,5996,50,50
11,11,1.96429,11,8423,3193,10,56
11,1,3.82963,1.2455,1986,6452,329,107
11,2,1.55357,0.392857,758,521,87,22
11,3,1.35161,1.22684,937,1645,65,59
11,4,1.47447,1.21702,1126,3193,63,52
11,5,1.57895,1.42105,5996,6452,60,54
11,6,1.72067,1.7514,6330,1126,56,57
11,7,2.00331,1.71192,5303,3019,55,47
11,8,2.24314,2.2,6452,3283,52,51
11,9,2.64216,2.85784,2386,1126,49,53
11,10,1.41935,0.212903,2530,521,20,3
11,11,1.22222,3.82963,8073,5303,15,47
11,1,3.82963,1.2455,1986,6452,329,107
11,2,1.55357,0.392857,758,521,87,22
11,3,1.35161,0.353497,937,521,65,17
11,4,1.375,1.11422,2530,3193,58,47
11,5,1.47722,1.31894,5996,3283,56,50
11,6,1.55402,0.396122,6330,521,51,13
11,7,1.73871,1.34839,3283,3019,49,38
11,8,1.94118,1.98162,5303,3283,48,49
11,9,2.30804,2.30804,1126,1126,47,47
11,10,2.85876,2.85876,1645,1645,46,46
11,11,3.61069,3.8626,2386,3283,43,46
11,1,3.82963,1.21058,1986,5303,329,104
11,2,1.55357,1.25,758,1126,87,70
11,3,1.35161,1.22684,937,6452,65,59
11,4,1.47447,1.31064,1126,3283,63,56
11,5,1.59459,1.48649,5996,3283,59,55
11,6,1.78125,1.78125,6330,6330,57,57
11,7,2.01356,1.75254,5303,3019,54,47
11,8,2.3278,0.410788,2386,521,51,9
11,9,2.37069,1.99138,1645,3019,50,42
11,10,2.65934,2.47802,3193,3019,44,41
11,11,1.40426,3.35461,2530,3193,18,43
11,1,3.82963,1.15238,1986,5996,329,99
11,2,3.70567,1.26123,3044,6330,285,97
11,3,1.72549,1.41176,758,1126,88,72
