K,Step,rho_g,rho_p,id,p,deltaG,deltaP
15,11,2.03226,0.193548,2530,3437,21,2
15,12,1.6791,0.11194,6961,3437,15,1
15,13,1.69173,5.30075,937,6330,15,47
15,14,1.74419,0,4686,2019,10,0
15,15,1.57895,0,4671,7898,8,0
15,1,5.21119,1.59979,1986,3193,329,101
15,2,2.11165,0.0728155,758,7898,87,3
15,3,1.83616,1.58192,937,3283,65,56
15,4,1.86695,1.60944,2530,6452,58,50
15,5,1.875,1.875,5996,5996,51,51
15,6,1.89076,1.72269,3283,3193,45,41
15,7,2.08861,0,6330,2019,44,0
15,8,2.31618,1.76471,5303,3019,42,32
15,9,2.5625,2.5625,1645,1645,41,41
15,10,3.01508,0.678392,1126,1474,40,9
15,11,3.67925,0,6452,2019,39,0
15,12,4.5,0.625,2386,1474,36,5
15,13,2.14286,0.714286,4686,1474,12,4
15,14,1.875,0.416667,8073,1474,9,2
15,15,2.14286,0.47619,881,706,9,2
15,1,5.21119,1.64731,1986,5303,329,104
15,2,2.11165,1.5534,758,2386,87,64
15,3,2.13899,0.0812274,3044,7898,79,3
15,4,2.05263,1.8,1126,1645,65,57
15,5,2.04545,0.143541,6330,3437,57,4
15,6,2.28532,2.65928,5996,1126,55,64
15,7,2.72727,0.0505051,6452,7898,54,1
15,8,3.20988,0,5303,2019,52,0
15,9,3.9267,0.39267,3283,706,50,5
15,10,5.10638,0,3019,2019,48,0
15,11,6.6129,6.6129,3193,3193,41,41
15,12,2.30769,0.576923,7462,1474,8,2
15,13,2.1,0,6961,7898,7,0
15,14,2.09302,0.348837,8073,706,6,1
15,15,2.43243,0.405405,782,706,6,1
15,1,5.21119,0.0158395,1986,2019,329,1
15,2,2.11165,1.50485,758,3019,87,62
15,3,2.13129,1.78058,3044,1126,79,66
15,4,1.94969,1.94969,1126,1126,62,62
15,5,2.06024,0.506024,6452,706,57,14
15,6,2.38827,2.34637,3283,5996,57,56
15,7,2.68212,2.68212,6330,6330,54,54
15,8,3.26613,2.66129,2386,3193,54,44
15,9,4.02062,0,5303,2019,52,0
15,10,5.17606,0.633803,1645,1474,49,6
15,11,6.6129,0.806452,3193,1474,41,5
15,12,2.01923,0,8978,7898,7,0
15,13,2,0.666667,8073,3437,6,2
15,14,1.92308,1.53846,8897,1474,5,4
15,15,2.20588,0,881,7898,5,0
15,1,5.21119,0.0158395,1986,2019,329,1
15,2,2.11165,1.3835,758,1474,87,57
15,3,1.83616,1.77966,937,5996,65,63
15,4,1.92308,1.85897,1126,5303,60,58
15,5,2.13235,1.80147,6452,3193,58,49
15,6,2.33983,0,6330,2019,56,0
15,7,2.72277,0.148515,5303,3437,55,3
15,8,3.26613,2.72177,1645,3019,54,45
15,9,3.84236,0.8867,3283,1474,52,12
15,10,4.86755,4.96689,2386,1645,49,50
15,11,1.91176,1.02941,8073,1474,13,7
15,12,1.89474,0.157895,4671,3437,12,1
15,13,1.62651,7.95181,782,1645,9,44
15,14,1.53846,1.15385,8978,706,4,3
15,15,1.66667,0,7734,7898,4,0
15,1,5.21119,1.63147,1986,3019,329,103
15,2,5.08294,0.373223,3044,3437,286,21
15,3,2.2043,1.66667,5279,5303,82,62
15,4,2.04832,1.76471,6452,3283,65,56
15,5,2.22628,1.86131,1126,3193,61,51
15,6,2.33333,0.333333,3283,706,56,8
15,7,2.66447,0,6330,2019,54,0
15,8,3.06,2.94,2386,5996,51,49
15,9,3.73134,3.58209,5303,1645,50,48
15,10,1.96078,4.90196,2530,2386,20,50
15,11,1.91729,4.96241,937,5303,17,44
15,12,2.02247,0.168539,4905,3437,12,1
15,13,1.75325,7.20779,8073,1126,9,37
15,14,2.25,0.75,3026,1474,6,2
15,15,1.32353,0.441176,8978,3437,3,1
15,1,5.21119,1.64731,1986,1126,329,104
15,2,2.11165,1.69903,758,1126,87,70
15,3,2.24453,1.58759,3044,3019,82,58
15,4,2.11224,2.05102,6330,5303,69,67
15,5,2.37589,2.23404,5996,2386,67,63
15,6,2.69663,0.0842697,3283,7898,64,2
15,7,3.13356,3.08219,6452,1645,61,60
15,8,3.81466,0.193966,2386,3437,59,3
15,9,4.42197,5.63584,3193,6330,51,65
15,10,2.33607,0,7462,2019,19,0
15,11,2.03883,0.873786,8978,1474,14,6
15,12,1.85393,8.25843,4671,6330,11,49
15,13,2.25,0,937,2019,6,0
15,14,2.20588,0.441176,782,1474,5,1
15,15,1.55172,0.517241,9017,3437,3,1
15,1,5.21119,1.67899,1986,3283,329,106
15,2,2.11165,1.69903,758,1645,87,70
15,3,1.83616,1.69492,937,6330,65,60
15,4,1.97452,1.84713,1126,6452,62,58
15,5,2.17918,1.99758,5996,1645,60,55
15,6,2.3796,0.679887,5303,1474,56,16
15,7,2.67677,2.92929,3283,1126,53,58
15,8,3.2636,2.76151,1645,3193,52,44
15,9,4.0107,4.0107,2386,2386,50,50
15,10,4.81752,5.25547,3019,3283,44,48
15,11,7.24719,0.337079,3193,706,43,2
15,12,2.6087,14.0217,7462,3019,8,43
15,13,10,5,6709,706,2,1
15,14,15,0,8423,7898,1,0
15,15,0,0,8073,1474,1,0
15,1,5.21119,1.56811,1986,6330,329,99
15,2,2.11165,1.69903,758,6330,87,70
15,3,1.83616,1.66667,937,6452,65,59
15,4,1.86695,1.51288,2530,3193,58,47
15,5,1.875,0.0735294,5996,7898,51,2
15,6,1.89076,1.72269,3283,3193,45,41
15,7,2.08861,1.99367,6330,5303,44,42
15,8,2.35401,0.0547445,1645,3437,43,1
15,9,2.66234,0.649351,1126,706,41,10
15,10,3.15789,3.31579,6452,3283,40,42
15,11,3.64865,3.04054,2386,3019,36,30
15,12,4.01786,4.01786,3019,3019,30,30
15,13,2.0122,1.46341,3044,1474,11,8
15,14,2.11268,0,4671,2019,10,0
15,15,1.47541,1.47541,1474,1474,6,6
15,1,5.21119,1.63147,1986,2386,329,103
15,2,2.11165,1.5534,758,2386,87,64
15,3,2.13899,1.75993,3044,6452,79,65
15,4,2.05263,1.8,1126,3283,65,57
15,5,2.11722,2.04545,5996,6330,59,57
15,6,2.36842,2.36842,6452,6452,57,57
15,7,2.66447,0.394737,3019,706,54,8
15,8,3.12,3.24,5303,5996,52,54
15,9,3.56061,0.0757576,1645,3437,47,1
15,10,4.37086,4.37086,3193,3193,44,44
15,11,1.96262,0,8073,7898,14,0
15,12,2.09677,7.58065,782,1126,13,47
15,13,2.6087,0,7462,7898,8,0
15,14,2.36842,0,6961,7898,6,0
15,15,1.875,0,4671,7898,4,0
15,1,5.21119,1.67899,1986,3283,329,106
15,2,2.11165,1.65049,758,3283,87,68
15,3,1.83616,1.69492,937,6330,65,60
15,4,1.86695,0.804721,2530,1474,58,25
15,5,1.875,0.0735294,5996,7898,51,2
15,6,1.89076,1.84874,3283,6330,45,44
15,7,2.10863,1.82109,5303,2386,44,38
15,8,2.39777,0.780669,1126,1474,43,14
15,9,2.78761,2.78761,6452,1645,42,42
15,10,3.34239,3.09783,1645,2386,41,38
15,11,3.39041,0,3193,7898,33,0
15,12,3.9823,1.06195,3019,1474,30,8
15,13,2.16867,0,8073,7898,12,0
15,14,2.53521,0,6880,2019,12,0
15,15,2.28814,0.254237,782,3437,9,1
15,1,5.21119,1.56811,1986,5996,329,99
15,2,2.11165,1.3835,758,1474,87,57
15,3,1.83616,1.77966,937,1126,65,63
15,4,1.92308,0.0641026,5996,7898,60,2
15,5,2.13235,1.80147,6452,3193,58,49
15,6,2.4,2.18571,6330,2386,56,51
15,7,2.7592,0.150502,5303,3437,55,3
15,8,3.19672,3.19672,3283,1645,52,52
15,9,3.4375,4.29688,3193,6330,44,55
15,10,4.35811,1.41892,3019,1474,43,14
15,11,2.14286,0,3044,2019,15,0
15,12,1.83333,0,8073,2019,11,0
15,13,1.70886,0.189873,2530,7898,9,1
15,14,1.5,7.07143,8978,3283,7,33
15,15,1.62162,0,4671,2019,4,0
15,1,5.21119,2.86695,1986,1474,329,181
15,2,2.11165,0,758,2019,87,0
15,3,1.83616,1.49718,937,2386,65,53
15,4,1.94561,0.878661,5996,1474,62,28
15,5,2.1274,2.09135,1126,5303,59,58
15,6,2.43017,2.34637,6330,6452,58,56
15,7,2.63245,2.58278,3283,1645,53,52
15,8,2.95181,0.060241,1645,7898,49,1
15,9,3.525,0.075,3193,7898,47,1
15,10,3.46734,3.54271,3019,3193,46,47
15,11,2.05882,5.39216,2530,1126,21,55
15,12,1.9898,0.459184,6961,706,13,3
15,13,1.58824,0.705882,8073,1474,9,4
15,14,1.57895,0.197368,4905,3437,8,1
15,15,1.6,0.6,4671,1474,8,3
15,1,5.21119,1.64731,1986,5303,329,104
15,2,2.11165,1.69903,758,1645,87,70
15,3,1.83616,1.58192,937,3283,65,56
15,4,1.95789,0.568421,5996,706,62,18
15,5,1.93654,1.8709,1126,6330,59,57
15,6,2.11055,1.84673,6452,3193,56,49
15,7,2.41228,0.0438596,6330,7898,55,1
15,8,2.66551,2.40418,5303,3019,51,46
15,9,3.17797,2.86017,2386,3019,50,45
15,10,3.79032,0.0806452,1645,3437,47,1
15,11,4.7482,1.18705,3019,1474,44,11
15,12,6.63158,0,3193,7898,42,0
15,13,2.26415,0,7462,2019,8,0
15,14,2,14.6667,8073,5996,6,44
15,15,15,0,9730,2019,1,0
15,1,5.21119,1.56811,1986,6330,329,99
15,2,2.11165,1.69903,758,1126,87,70
15,3,1.83616,0.564972,937,706,65,20
15,4,1.86695,1.28755,2530,3019,58,40
15,5,1.93662,1.8662,5996,6330,55,53
15,6,2.17158,1.89008,1126,2386,54,47
15,7,2.30408,2.30408,5303,5303,49,49
15,8,2.66667,2.27778,3283,3193,48,41
15,9,3.17568,0.0675676,6452,3437,47,1
15,10,3.94286,0.514286,2386,1474,46,6
15,11,4.88372,0.465116,1645,1474,42,4
15,12,4.44,5.04,3193,1645,37,42
15,13,1.98795,8.13253,6961,5996,11,45
15,14,1.97368,0.394737,4905,3437,5,1
15,15,2.27273,0,881,2019,5,0
15,1,5.21119,1.56811,1986,6330,329,99
15,2,2.11165,0.0728155,758,7898,87,3
15,3,1.83616,1.41243,937,3019,65,50
15,4,1.86695,1.28755,2530,3019,58,40
15,5,1.93662,1.76056,5996,5303,55,50
15,6,2.10243,0.6469,1126,706,52,16
15,7,2.3511,0.658307,6330,706,50,14
15,8,2.73234,0.669145,5303,706,49,12
15,9,3.27273,0.0681818,3283,7898,48,1
15,10,4.01163,0.0872093,6452,3437,46,1
15,11,5.35714,0,2386,7898,45,0
15,12,7.59259,0,1645,7898,41,0
15,13,14.25,0.75,3193,1474,38,2
15,14,7.5,0,9730,706,1,0
15,15,15,0,8423,7898,1,0
15,1,5.21119,1.63147,1986,2386,329,103
15,2,2.11165,1.50485,758,3019,87,62
15,3,2.13129,0.782374,3044,706,79,29
15,4,1.94969,0.503145,1126,706,62,16
15,5,2.06024,1.95181,6452,5303,57,54
15,6,2.38827,2.34637,3283,6330,57,56
15,7,2.78146,2.58278,2386,5303,56,52
15,8,3.17073,0.182927,5996,3437,52,3
15,9,4.02062,3.86598,5303,1645,52,50
15,10,4.47917,5.3125,3193,5303,43,51
15,11,2.09677,0,6961,2019,13,0
15,12,2.0625,0.9375,2530,1474,11,5
15,13,2,7.8,4905,3283,10,39
15,14,2.08333,0,881,7898,5,0
15,15,1.93548,0.483871,8073,706,4,1
15,1,5.21119,1.64731,1986,5303,329,104
15,2,2.11165,1.3835,758,1474,87,57
15,3,1.83616,1.58192,937,3283,65,56
15,4,1.86695,1.51288,2530,3193,58,47
15,5,2.00477,0.644391,5996,706,56,18
15,6,2.10744,2.10744,6330,6330,51,51
15,7,2.35577,2.35577,3283,1126,49,49
15,8,2.68061,0.969582,5303,1474,47,17
15,9,2.86585,0.670732,1645,706,47,11
15,10,3.16583,0,2386,2019,42,0
15,11,3.72611,4.20382,6452,3283,39,44
15,12,3.68644,3.68644,3019,3019,29,29
15,13,2.02247,7.41573,8073,3283,12,44
15,14,2.66667,0.666667,3044,3437,8,2
15,15,2.43243,0.405405,4905,706,6,1
15,1,5.21119,1.69483,1986,1645,329,107
15,2,2.11165,1.67476,758,5303,87,69
15,3,1.83616,0.564972,937,706,65,20
15,4,1.86695,1.60944,2530,3283,58,50
15,5,2.01923,0.0721154,5996,7898,56,2
15,6,2.20833,1.91667,1126,2386,53,46
15,7,2.38854,2.48408,6330,1126,50,52
15,8,2.80534,2.17557,6452,3019,49,38
15,9,3.30986,0,5303,2019,47,0
15,10,3.88554,3.88554,1645,1645,43,43
15,11,4.7561,4.7561,3193,3193,39,39
15,12,6.25,8.39286,3019,6330,35,47
15,13,2.83784,14.1892,7462,3019,7,35
15,14,7.5,0,9730,7898,1,0
15,15,15,15,8423,1474,1,1
15,1,5.21119,1.69483,1986,1645,329,107
15,2,4.98214,2.05357,3044,706,279,115
15,3,3.97241,1.8,7462,6452,192,87
15,4,2.05441,1.74484,758,3019,73,62
15,5,2.02174,2.02174,1126,1126,62,62
15,6,2.11055,1.84673,2386,5996,56,49
15,7,2.36842,2.32456,6330,3193,54,53
15,8,2.70833,2.65625,3193,5303,52,51
15,9,3.17797,2.98729,3283,5996,50,47
15,10,3.88889,0.952381,6452,1474,49,12
15,11,5.03571,0.321429,5303,3437,47,3
15,12,7.09677,0.322581,3019,3437,44,2
15,13,2.44898,0,8073,7898,8,0
15,14,2.56098,15,7599,3283,7,41
15,15,0,0,9730,2019,1,0
15,1,5.21119,1.69483,1986,6452,329,107
15,2,2.11165,1.69903,758,1645,87,70
15,3,2.08029,1.88869,5279,6330,76,69
15,4,2.16075,2.09812,1126,5303,69,67
15,5,2.43932,2.25728,5996,3283,67,62
15,6,2.65217,2.43478,2386,3193,61,56
15,7,3.1162,1.32042,6452,1474,59,25
15,8,3.0695,0.173745,3193,3437,53,3
15,9,3.71359,0.728155,3283,706,51,10
15,10,4.83871,0.193548,3019,3437,50,2
15,11,2,7,937,6452,14,49
15,12,2.41071,0,8073,7898,9,0
15,13,2.55319,0.319149,2530,3437,8,1
15,14,1.92308,0.384615,782,3437,5,1
15,15,2.20588,15,543,1126,5,34
15,1,5.21119,1.64731,1986,1126,329,104
15,2,2.11165,0.728155,758,706,87,30
15,3,1.83673,1.22449,5996,1474,72,48
15,4,1.94767,1.71512,2530,3019,67,59
15,5,2.10066,1.96937,6330,2386,64,60
15,6,2.34257,2.267,5303,3283,62,60
15,7,2.64179,0.0447761,3283,7898,59,1
15,8,3.09783,0.0543478,6452,7898,57,1
15,9,3.90411,0,1126,2019,57,0
15,10,4.90741,5.64815,1645,6330,53,61
15,11,6.6055,6.6055,3193,3193,48,48
15,12,2.45902,0.245902,3044,3437,10,1
15,13,1.76471,0,9027,2019,6,0
15,14,2,0.333333,4671,3437,6,1
15,15,2.30769,14.2308,937,6330,6,37
15,1,5.21119,1.56811,1986,5996,329,99
15,2,2.11165,0.728155,758,706,87,30
15,3,1.83616,1.66667,937,1645,65,59
15,4,1.86695,1.80258,2530,5996,58,56
15,5,1.93902,0,1126,2019,53,0
15,6,2.10084,0.630252,6330,706,50,15
15,7,2.10526,1.92982,3283,3193,48,44
15,8,2.2651,0.0503356,1645,7898,45,1
15,9,2.6087,2.78656,5303,6330,44,47
15,10,3.01435,3.01435,2386,2386,42,42
15,11,3.68263,4.04192,6452,3283,41,45
15,12,4.30328,0.122951,3019,3437,35,1
15,13,2.06897,6.89655,4671,6452,12,40
15,14,2.4,0,3044,2019,12,0
15,15,1.90476,0.238095,782,3437,8,1
K,Step,rho_g,rho_p,id,p,deltaG,deltaP
3,1,2.04348,1.96894,1986,3044,329,317
3,2,1.69481,1.67532,758,3044,87,86
3,3,2.91045,2.37313,937,3044,65,53
3,1,2.04348,0.559006,1986,2530,329,90
3,2,1.69481,1.42208,758,2530,87,73
3,3,2.91045,2.86567,937,2530,65,64
3,1,2.04348,0.559006,1986,2530,329,90
3,2,1.69481,1.67532,758,3044,87,86
3,3,2.91045,2.86567,937,2530,65,64
3,1,2.04348,0.559006,1986,2530,329,90
3,2,1.69481,1.42208,758,2530,87,73
3,3,2.91045,2.86567,937,2530,65,64
3,1,2.04348,1.96894,1986,3044,329,317
3,2,1.69481,1.42208,758,2530,87,73
3,3,2.91045,2.37313,937,3044,65,53
3,1,2.04348,1.96894,1986,3044,329,317
3,2,1.69481,1.42208,758,2530,87,73
3,3,2.91045,2.37313,937,3044,65,53
3,1,2.04348,1.96894,1986,3044,329,317
3,2,1.69481,1.67532,758,3044,87,86
3,3,2.91045,2.37313,937,3044,65,53
3,1,2.04348,2.04348,1986,1986,329,329
3,2,1.69481,1.42208,758,2530,87,73
3,3,2.91045,2.86567,937,2530,65,64
3,1,2.04348,2.04348,1986,1986,329,329
3,2,1.69481,1.42208,758,2530,87,73
3,3,2.91045,2.37313,937,3044,65,53
3,1,2.04348,2.04348,1986,1986,329,329
3,2,1.69481,1.67532,758,3044,87,86
3,3,2.91045,2.86567,937,2530,65,64
3,1,2.04348,1.96894,1986,3044,329,317
3,2,1.69481,1.67532,758,3044,87,86
3,3,2.91045,2.86567,937,2530,65,64
3,1,2.04348,0.559006,1986,2530,329,90
3,2,1.69481,1.67532,758,3044,87,86
3,3,2.91045,2.37313,937,3044,65,53
3,1,2.04348,2.04348,1986,1986,329,329
3,2,1.69481,1.42208,758,2530,87,73
3,3,2.91045,2.37313,937,3044,65,53
3,1,2.04348,0.559006,1986,2530,329,90
3,2,1.69481,1.67532,758,3044,87,86
3,3,2.91045,2.37313,937,3044,65,53
3,1,2.04348,0.559006,1986,2530,329,90
3,2,1.69481,1.42208,758,2530,87,73
3,3,2.91045,2.86567,937,2530,65,64
3,1,2.04348,2.04348,1986,1986,329,329
3,2,1.69481,1.67532,758,3044,87,86
3,3,2.91045,2.86567,937,2530,65,64
3,1,2.04348,2.04348,1986,1986,329,329
3,2,1.69481,1.42208,758,2530,87,73
3,3,2.91045,2.37313,937,3044,65,53
3,1,2.04348,2.04348,1986,1986,329,329
3,2,1.69481,1.42208,758,2530,87,73
3,3,2.91045,2.37313,937,3044,65,53
3,1,2.04348,2.04348,1986,1986,329,329
3,2,1.69481,1.42208,758,2530,87,73
3,3,2.91045,2.86567,937,2530,65,64
3,1,2.04348,2.04348,1986,1986,329,329
3,2,1.69481,1.42208,758,2530,87,73
3,3,2.91045,2.86567,937,2530,65,64
3,1,2.04348,1.96894,1986,3044,329,317
3,2,1.69481,1.67532,758,3044,87,86
3,3,2.91045,2.37313,937,3044,65,53
3,1,2.04348,2.04348,1986,1986,329,329
3,2,1.69481,1.42208,758,2530,87,73
3,3,2.91045,2.37313,937,3044,65,53
3,1,2.04348,2.04348,1986,1986,329,329
3,2,1.69481,1.67532,758,3044,87,86
3,3,2.91045,2.37313,937,3044,65,53
3,1,2.04348,1.96894,1986,3044,329,317
3,2,1.69481,1.67532,758,3044,87,86
3,3,2.91045,2.86567,937,2530,65,64
3,1,2.04348,0.559006,1986,2530,329,90
3,2,1.69481,1.67532,758,3044,87,86
3,3,2.91045,2.86567,937,2530,65,64
3,1,2.04348,1.96894,1986,3044,329,317
3,2,1.69481,1.42208,758,2530,87,73
3,3,2.91045,2.37313,937,3044,65,53
3,1,2.04348,0.559006,1986,2530,329,90
3,2,1.69481,1.42208,758,2530,87,73
3,3,2.91045,2.37313,937,3044,65,53
3,1,2.04348,1.96894,1986,3044,329,317
3,2,1.69481,1.67532,758,3044,87,86
3,3,2.91045,2.86567,937,2530,65,64
3,1,2.04348,2.04348,1986,1986,329,329
3,2,1.69481,1.67532,758,3044,87,86
3,3,2.91045,2.37313,937,3044,65,53
3,1,2.04348,2.04348,1986,1986,329,329
3,2,1.69481,1.42208,758,2530,87,73
3,3,2.91045,2.86567,937,2530,65,64
3,1,2.04348,1.96894,1986,3044,329,317
3,2,1.69481,1.67532,758,3044,87,86
3,3,2.91045,2.86567,937,2530,65,64
3,1,2.04348,1.96894,1986,3044,329,317
3,2,1.69481,1.42208,758,2530,87,73
3,3,2.91045,2.37313,937,3044,65,53
3,1,2.04348,2.04348,1986,1986,329,329
3,2,1.69481,1.67532,758,3044,87,86
3,3,2.91045,2.37313,937,3044,65,53
3,1,2.04348,2.04348,1986,1986,329,329
3,2,1.69481,1.67532,758,3044,87,86
3,3,2.91045,2.86567,937,2530,65,64
3,1,2.04348,1.96894,1986,3044,329,317
3,2,1.69481,1.67532,758,3044,87,86
3,3,2.91045,2.86567,937,2530,65,64
3,1,2.04348,1.96894,1986,3044,329,317
3,2,1.69481,1.67532,758,3044,87,86
3,3,2.91045,2.86567,937,2530,65,64
3,1,2.04348,0.559006,1986,2530,329,90
3,2,1.69481,1.42208,758,2530,87,73
3,3,2.91045,2.86567,937,2530,65,64
3,1,2.04348,0.559006,1986,2530,329,90
3,2,1.69481,1.42208,758,2530,87,73
3,3,2.91045,2.37313,937,3044,65,53
3,1,2.04348,0.559006,1986,2530,329,90
3,2,1.69481,1.67532,758,3044,87,86
3,3,2.91045,2.37313,937,3044,65,53
3,1,2.04348,0.559006,1986,2530,329,90
3,2,1.69481,1.67532,758,3044,87,86
3,3,2.91045,2.37313,937,3044,65,53
3,1,2.04348,1.96894,1986,3044,329,317
3,2,1.69481,1.42208,758,2530,87,73
3,3,2.91045,2.86567,937,2530,65,64
3,1,2.04348,1.96894,1986,3044,329,317
3,2,1.69481,1.67532,758,3044,87,86
3,3,2.91045,2.37313,937,3044,65,53
3,1,2.04348,0.559006,1986,2530,329,90
3,2,1.69481,1.42208,758,2530,87,73
3,3,2.91045,2.37313,937,3044,65,53
3,1,2.04348,2.04348,1986,1986,329,329
3,2,1.69481,1.42208,758,2530,87,73
3,3,2.91045,2.37313,937,3044,65,53
3,1,2.04348,1.96894,1986,3044,329,317
3,2,1.69481,1.67532,758,3044,87,86
3,3,2.91045,2.86567,937,2530,65,64
3,1,2.04348,2.04348,1986,1986,329,329
3,2,1.69481,1.42208,758,2530,87,73
3,3,2.91045,2.86567,937,2530,65,64
3,1,2.04348,1.96894,1986,3044,329,317
3,2,1.69481,1.67532,758,3044,87,86
3,3,2.91045,2.37313,937,3044,65,53
3,1,2.04348,1.96894,1986,3044,329,317
3,2,1.69481,1.67532,758,3044,87,86
3,3,2.91045,2.86567,937,2530,65,64
3,1,2.04348,0.559006,1986,2530,329,90
3,2,1.69481,1.42208,758,2530,87,73
3,3,2.91045,2.86567,937,2530,65,64
3,1,2.04348,1.96894,1986,3044,329,317
3,2,1.69481,1.42208,758,2530,87,73
3,3,2.91045,2.86567,937,2530,65,64
4,1,2.42804,0.664207,1986,937,329,90
4,2,1.6338,1.31455,758,937,87,70
4,3,2.06349,1.04762,937,5279,65,33
4,4,3.80328,2.09836,2530,5279,58,32
4,1,2.42804,0.664207,1986,937,329,90
4,2,1.6338,1.37089,758,2530,87,73
4,3,2.06349,2.06349,937,937,65,65
4,4,3.80328,3.80328,2530,2530,58,58
4,1,2.42804,2.42804,1986,1986,329,329
4,2,1.6338,1.31455,758,937,87,70
4,3,2.06349,1.04762,937,5279,65,33
4,4,3.80328,2.09836,2530,5279,58,32
4,1,2.42804,0.664207,1986,937,329,90
4,2,1.6338,1.31455,758,937,87,70
4,3,2.06349,2.03175,937,2530,65,64
4,4,3.80328,2.09836,2530,5279,58,32
4,1,2.42804,2.05166,1986,5279,329,278
4,2,1.6338,1.37089,758,2530,87,73
4,3,2.06349,2.03175,937,2530,65,64
4,4,3.80328,3.80328,2530,2530,58,58
4,1,2.42804,2.05166,1986,5279,329,278
4,2,1.6338,1.57746,758,5279,87,84
4,3,2.06349,2.06349,937,937,65,65
4,4,3.80328,2.09836,2530,5279,58,32
4,1,2.42804,0.664207,1986,937,329,90
4,2,1.6338,1.37089,758,2530,87,73
4,3,2.06349,2.06349,937,937,65,65
4,4,3.80328,2.09836,2530,5279,58,32
4,1,2.42804,2.42804,1986,1986,329,329
4,2,1.6338,1.57746,758,5279,87,84
4,3,2.06349,1.04762,937,5279,65,33
4,4,3.80328,2.09836,2530,5279,58,32
4,1,2.42804,2.05166,1986,5279,329,278
4,2,1.6338,1.37089,758,2530,87,73
4,3,2.06349,2.06349,937,937,65,65
4,4,3.80328,2.09836,2530,5279,58,32
4,1,2.42804,0.664207,1986,2530,329,90
4,2,1.6338,1.31455,758,937,87,70
4,3,2.06349,2.06349,937,937,65,65
4,4,3.80328,3.80328,2530,2530,58,58
4,1,2.42804,0.664207,1986,2530,329,90
4,2,1.6338,1.31455,758,937,87,70
4,3,2.06349,2.03175,937,2530,65,64
4,4,3.80328,3.80328,2530,2530,58,58
4,1,2.42804,0.664207,1986,937,329,90
4,2,1.6338,1.37089,758,2530,87,73
4,3,2.06349,2.03175,937,2530,65,64
4,4,3.80328,3.80328,2530,2530,58,58
4,1,2.42804,2.05166,1986,5279,329,278
4,2,1.6338,1.31455,758,937,87,70
4,3,2.06349,2.03175,937,2530,65,64
4,4,3.80328,3.80328,2530,2530,58,58
4,1,2.42804,0.664207,1986,2530,329,90
4,2,1.6338,1.31455,758,937,87,70
4,3,2.06349,1.04762,937,5279,65,33
4,4,3.80328,2.09836,2530,5279,58,32
4,1,2.42804,0.664207,1986,937,329,90
4,2,1.6338,1.37089,758,2530,87,73
4,3,2.06349,2.06349,937,937,65,65
4,4,3.80328,2.09836,2530,5279,58,32
4,1,2.42804,2.05166,1986,5279,329,278
4,2,1.6338,1.31455,758,937,87,70
4,3,2.06349,2.03175,937,2530,65,64
4,4,3.80328,3.80328,2530,2530,58,58
4,1,2.42804,0.664207,1986,937,329,90
4,2,1.6338,1.57746,758,5279,87,84
4,3,2.06349,2.03175,937,2530,65,64
4,4,3.80328,3.80328,2530,2530,58,58
4,1,2.42804,0.664207,1986,937,329,90
4,2,1.6338,1.57746,758,5279,87,84
4,3,2.06349,1.04762,937,5279,65,33
4,4,3.80328,3.80328,2530,2530,58,58
4,1,2.42804,0.664207,1986,937,329,90
4,2,1.6338,1.31455,758,937,87,70
4,3,2.06349,2.03175,937,2530,65,64
4,4,3.80328,2.09836,2530,5279,58,32
4,1,2.42804,0.664207,1986,937,329,90
4,2,1.6338,1.57746,758,5279,87,84
4,3,2.06349,2.06349,937,937,65,65
4,4,3.80328,2.09836,2530,5279,58,32
4,1,2.42804,2.05166,1986,5279,329,278
4,2,1.6338,1.31455,758,937,87,70
4,3,2.06349,2.03175,937,2530,65,64
4,4,3.80328,3.80328,2530,2530,58,58
4,1,2.42804,0.664207,1986,2530,329,90
4,2,1.6338,1.37089,758,2530,87,73
4,3,2.06349,2.06349,937,937,65,65
4,4,3.80328,2.09836,2530,5279,58,32
4,1,2.42804,0.664207,1986,937,329,90
4,2,1.6338,1.37089,758,2530,87,73
4,3,2.06349,2.03175,937,2530,65,64
4,4,3.80328,2.09836,2530,5279,58,32
4,1,2.42804,2.42804,1986,1986,329,329
4,2,1.6338,1.37089,758,2530,87,73
4,3,2.06349,2.06349,937,937,65,65
4,4,3.80328,2.09836,2530,5279,58,32
4,1,2.42804,2.42804,1986,1986,329,329
4,2,1.6338,1.31455,758,937,87,70
4,3,2.06349,2.06349,937,937,65,65
4,4,3.80328,3.80328,2530,2530,58,58
4,1,2.42804,0.664207,1986,2530,329,90
4,2,1.6338,1.31455,758,937,87,70
4,3,2.06349,1.04762,937,5279,65,33
4,4,3.80328,3.80328,2530,2530,58,58
4,1,2.42804,2.42804,1986,1986,329,329
4,2,1.6338,1.37089,758,2530,87,73
4,3,2.06349,2.03175,937,2530,65,64
4,4,3.80328,3.80328,2530,2530,58,58
4,1,2.42804,2.05166,1986,5279,329,278
4,2,1.6338,1.37089,758,2530,87,73
4,3,2.06349,2.03175,937,2530,65,64
4,4,3.80328,3.80328,2530,2530,58,58
4,1,2.42804,2.05166,1986,5279,329,278
4,2,1.6338,1.57746,758,5279,87,84
4,3,2.06349,1.04762,937,5279,65,33
4,4,3.80328,3.80328,2530,2530,58,58
